userId,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Jurassic Park (1993),Schindler's List (1993),American Beauty (1999),Terminator 2: Judgment Day (1991),Fight Club (1999),Toy Story (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode V - The Empire Strikes Back (1980),favourite_genre
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
579,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
201,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,Film-Noir
205,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
211,4.5,5.0,4.5,5.0,0.0,4.5,0.0,0.0,0.0,4.0,0.0,5.0,0.0,4.5,4.5,Film-Noir
215,3.5,5.0,3.5,0.0,3.0,4.5,0.0,0.0,4.5,4.0,0.0,4.5,0.0,4.0,4.5,Film-Noir
217,2.0,0.0,2.0,3.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,0.0,4.0,5.0,5.0,Film-Noir
219,0.0,5.0,4.0,5.0,4.5,5.0,0.0,4.0,0.0,5.0,4.5,4.5,3.5,4.5,4.5,Film-Noir
223,0.0,4.5,3.0,3.5,2.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,Film-Noir
227,5.0,4.0,4.5,4.5,4.5,3.5,3.5,0.0,4.0,0.0,3.5,5.0,0.0,0.0,4.0,Film-Noir
231,0.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,4.0,3.5,Drama
239,5.0,5.0,5.0,5.0,3.5,5.0,4.5,4.0,0.0,5.0,3.5,5.0,4.0,4.0,5.0,Film-Noir
247,5.0,4.5,4.0,3.5,4.0,4.0,4.0,4.5,4.0,4.0,3.5,5.0,5.0,4.0,4.5,Film-Noir
249,4.5,4.5,4.0,5.0,4.0,5.0,5.0,4.0,4.5,4.5,4.0,5.0,4.0,5.0,5.0,Film-Noir
265,0.0,4.0,0.0,5.0,5.0,5.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,Musical
267,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,4.0,5.0,0.0,0.0,5.0,5.0,Musical
275,3.0,4.0,5.0,5.0,5.0,4.0,0.0,4.0,5.0,4.0,0.0,5.0,5.0,4.0,0.0,Film-Noir
277,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
279,3.0,4.5,5.0,4.5,4.0,5.0,4.0,4.0,0.0,3.5,4.0,3.5,3.0,4.0,5.0,Film-Noir
303,0.0,0.0,0.0,5.0,0.0,3.5,0.0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,5.0,Children
305,4.5,5.0,5.0,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,4.5,0.0,3.0,5.0,Film-Noir
307,4.0,4.5,4.5,3.5,4.5,3.5,3.5,3.5,4.5,4.0,2.5,4.0,4.0,4.0,3.0,Film-Noir
313,0.0,3.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,4.0,5.0,5.0,0.0,5.0,4.0,Film-Noir
317,5.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,Film-Noir
323,3.5,5.0,4.0,3.0,0.0,4.5,2.0,3.5,4.5,0.0,0.0,0.0,3.5,2.5,4.5,Animation
337,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Animation
343,0.0,4.5,4.5,5.0,4.5,3.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,4.5,3.0,Film-Noir
357,3.5,4.0,4.5,0.0,4.5,4.0,4.0,4.0,5.0,3.5,3.5,4.5,5.0,4.0,4.5,Film-Noir
361,3.5,3.0,0.0,0.0,2.5,2.0,0.0,0.0,2.5,2.5,3.5,0.0,0.0,0.0,0.0,Film-Noir
363,0.0,4.0,5.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,Animation
365,4.5,4.5,0.0,0.0,0.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Animation
367,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,4.0,Film-Noir
369,0.0,0.0,0.0,4.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.0,Animation
381,4.0,3.5,0.0,5.0,0.0,3.5,0.0,4.0,0.0,0.0,2.5,5.0,3.5,4.0,3.5,Animation
385,4.0,5.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
387,4.0,3.5,5.0,4.0,4.0,4.5,3.5,3.0,0.0,4.5,3.5,4.5,0.0,4.0,4.5,Film-Noir
389,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Animation
391,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,5.0,Film-Noir
399,5.0,0.0,5.0,5.0,4.5,5.0,3.0,3.0,4.0,0.5,2.5,3.0,4.0,5.0,5.0,Animation
407,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,Animation
409,0.0,4.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Musical
415,5.0,5.0,5.0,4.5,5.0,4.0,0.0,4.0,0.0,3.5,0.0,5.0,0.0,4.0,0.0,Film-Noir
425,5.0,5.0,4.0,3.5,4.0,3.0,4.0,3.5,4.0,3.0,3.5,4.5,0.0,4.0,3.0,Film-Noir
437,3.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
441,0.0,0.0,5.0,5.0,4.5,5.0,0.0,0.0,0.5,0.0,5.0,4.5,0.0,5.0,4.0,Animation
443,5.0,5.0,4.0,3.5,3.5,4.0,4.5,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,Animation
445,3.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
453,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,4.0,Film-Noir
457,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,Animation
459,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
461,5.0,4.5,0.0,0.5,4.0,0.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Drama
469,0.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,4.0,5.0,Film-Noir
475,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,Animation
477,5.0,5.0,4.5,4.0,5.0,4.5,0.0,4.0,4.5,4.5,5.0,0.0,4.0,4.0,5.0,Film-Noir
479,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Animation
483,5.0,5.0,5.0,4.5,0.0,4.5,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.0,4.5,Film-Noir
487,0.0,3.0,0.0,3.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.5,0.0,Animation
493,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,Drama
497,0.0,3.0,0.0,2.5,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,Animation
509,0.0,0.0,3.5,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,Film-Noir
513,0.0,5.0,4.5,0.0,4.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Animation
515,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
517,3.5,4.0,0.0,2.5,3.0,3.5,1.5,1.0,3.5,1.0,0.0,0.0,4.0,0.0,0.0,Film-Noir
525,4.0,4.5,0.0,4.0,3.5,4.0,0.0,4.0,4.0,4.0,0.0,3.5,4.0,4.0,4.5,Film-Noir
527,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,Film-Noir
529,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Animation
531,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Musical
549,0.0,4.0,0.0,5.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,4.5,2.0,Children
551,4.5,4.0,3.5,4.0,4.5,3.5,3.5,0.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,Film-Noir
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
557,0.0,4.5,0.0,4.5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,3.0,Animation
559,4.0,5.0,3.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
567,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,Film-Noir
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
577,5.0,5.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,Animation
591,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Animation
593,4.0,4.5,0.0,2.5,4.0,5.0,3.0,0.0,3.5,4.5,0.0,4.0,0.0,0.0,5.0,Film-Noir
597,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
285,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Film-Noir
295,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.0,0.0,Film-Noir
301,4.0,0.0,4.5,0.0,0.0,0.0,1.5,3.0,4.5,4.0,0.5,0.0,0.0,0.0,0.0,Animation
305,4.5,5.0,5.0,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,4.5,0.0,3.0,5.0,Film-Noir
307,4.0,4.5,4.5,3.5,4.5,3.5,3.5,3.5,4.5,4.0,2.5,4.0,4.0,4.0,3.0,Film-Noir
309,0.0,4.0,3.5,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,Film-Noir
313,0.0,3.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,4.0,5.0,5.0,0.0,5.0,4.0,Film-Noir
317,5.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,Film-Noir
323,3.5,5.0,4.0,3.0,0.0,4.5,2.0,3.5,4.5,0.0,0.0,0.0,3.5,2.5,4.5,Animation
325,2.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Film-Noir
331,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Film-Noir
335,4.0,5.0,5.0,5.0,3.5,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,Drama
339,4.0,4.0,2.5,0.0,5.0,0.0,0.0,4.0,5.0,5.0,0.0,4.0,4.0,5.0,0.0,Film-Noir
343,0.0,4.5,4.5,5.0,4.5,3.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,4.5,3.0,Film-Noir
349,5.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
351,4.5,0.0,4.5,4.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Film-Noir
353,0.0,5.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Animation
357,3.5,4.0,4.5,0.0,4.5,4.0,4.0,4.0,5.0,3.5,3.5,4.5,5.0,4.0,4.5,Film-Noir
359,0.0,0.0,4.0,2.5,4.5,0.0,0.0,4.0,4.5,4.0,3.0,0.0,4.0,3.0,0.0,Animation
363,0.0,4.0,5.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,Animation
373,4.0,5.0,5.0,0.0,5.0,0.0,4.0,4.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
379,5.0,3.0,2.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
385,4.0,5.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
387,4.0,3.5,5.0,4.0,4.0,4.5,3.5,3.0,0.0,4.5,3.5,4.5,0.0,4.0,4.5,Film-Noir
391,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,5.0,Film-Noir
395,3.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
399,5.0,0.0,5.0,5.0,4.5,5.0,3.0,3.0,4.0,0.5,2.5,3.0,4.0,5.0,5.0,Animation
403,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
405,0.0,0.0,4.5,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Film-Noir
409,0.0,4.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Musical
411,5.0,4.0,5.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,Animation
413,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,Drama
415,5.0,5.0,5.0,4.5,5.0,4.0,0.0,4.0,0.0,3.5,0.0,5.0,0.0,4.0,0.0,Film-Noir
417,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,2.5,0.0,Animation
419,4.5,5.0,5.0,4.0,3.0,0.0,4.0,3.5,5.0,4.0,0.0,5.0,0.0,0.0,0.0,Film-Noir
423,5.0,5.0,4.5,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Drama
425,5.0,5.0,4.0,3.5,4.0,3.0,4.0,3.5,4.0,3.0,3.5,4.5,0.0,4.0,3.0,Film-Noir
427,0.0,0.0,4.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
433,0.0,4.5,5.0,0.0,4.0,0.0,3.0,0.0,2.5,0.0,0.0,4.0,0.0,0.0,0.0,Drama
437,3.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
441,0.0,0.0,5.0,5.0,4.5,5.0,0.0,0.0,0.5,0.0,5.0,4.5,0.0,5.0,4.0,Animation
443,5.0,5.0,4.0,3.5,3.5,4.0,4.5,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,Animation
445,3.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
447,4.0,5.0,5.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
453,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,4.0,Film-Noir
463,4.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
469,0.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,4.0,5.0,Film-Noir
471,3.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.0,5.0,0.0,0.0,Animation
477,5.0,5.0,4.5,4.0,5.0,4.5,0.0,4.0,4.5,4.5,5.0,0.0,4.0,4.0,5.0,Film-Noir
483,5.0,5.0,5.0,4.5,0.0,4.5,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.0,4.5,Film-Noir
489,4.0,0.0,4.0,4.0,4.0,0.0,4.5,3.5,0.0,4.0,3.5,4.5,0.0,4.0,0.0,Film-Noir
503,4.0,4.0,5.0,4.5,3.5,0.0,0.0,3.5,4.0,4.0,0.0,3.5,0.0,0.0,0.0,Animation
509,0.0,0.0,3.5,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,Film-Noir
513,0.0,5.0,4.5,0.0,4.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Animation
551,4.5,4.0,3.5,4.0,4.5,3.5,3.5,0.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,Film-Noir
553,0.0,0.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,Film-Noir
555,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,Film-Noir
559,4.0,5.0,3.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,Animation
561,4.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.0,3.5,4.0,4.0,4.0,5.0,5.0,Film-Noir
565,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
569,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
573,4.5,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,Film-Noir
575,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
583,4.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
585,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,0.0,Film-Noir
587,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,Film-Noir
589,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
599,3.5,4.0,5.0,5.0,3.0,5.0,3.5,4.0,0.0,5.0,4.5,5.0,3.0,3.5,5.0,Film-Noir
603,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,3.0,5.0,0.0,4.0,4.0,4.0,3.0,Film-Noir
605,3.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,Animation
607,0.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0,0.0,3.0,Animation
609,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
357,3.5,4.0,4.5,0.0,4.5,4.0,4.0,4.0,5.0,3.5,3.5,4.5,5.0,4.0,4.5,Film-Noir
361,3.5,3.0,0.0,0.0,2.5,2.0,0.0,0.0,2.5,2.5,3.5,0.0,0.0,0.0,0.0,Film-Noir
365,4.5,4.5,0.0,0.0,0.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Animation
367,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,4.0,Film-Noir
373,4.0,5.0,5.0,0.0,5.0,0.0,4.0,4.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,Animation
375,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Animation
379,5.0,3.0,2.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
381,4.0,3.5,0.0,5.0,0.0,3.5,0.0,4.0,0.0,0.0,2.5,5.0,3.5,4.0,3.5,Animation
385,4.0,5.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,Film-Noir
387,4.0,3.5,5.0,4.0,4.0,4.5,3.5,3.0,0.0,4.5,3.5,4.5,0.0,4.0,4.5,Film-Noir
391,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,5.0,Film-Noir
395,3.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
399,5.0,0.0,5.0,5.0,4.5,5.0,3.0,3.0,4.0,0.5,2.5,3.0,4.0,5.0,5.0,Animation
401,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,Animation
411,5.0,4.0,5.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,Animation
415,5.0,5.0,5.0,4.5,5.0,4.0,0.0,4.0,0.0,3.5,0.0,5.0,0.0,4.0,0.0,Film-Noir
417,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,2.5,0.0,Animation
419,4.5,5.0,5.0,4.0,3.0,0.0,4.0,3.5,5.0,4.0,0.0,5.0,0.0,0.0,0.0,Film-Noir
423,5.0,5.0,4.5,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Drama
425,5.0,5.0,4.0,3.5,4.0,3.0,4.0,3.5,4.0,3.0,3.5,4.5,0.0,4.0,3.0,Film-Noir
437,3.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Children
439,5.0,5.0,0.0,5.0,0.0,0.0,3.5,0.0,4.5,0.0,3.5,0.0,0.0,4.5,0.0,Animation
443,5.0,5.0,4.0,3.5,3.5,4.0,4.5,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,Animation
445,3.0,0.0,4.0,5.0,4.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,Animation
447,4.0,5.0,5.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Animation
453,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,4.0,Film-Noir
455,5.0,5.0,0.0,0.0,5.0,0.0,4.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,Animation
461,5.0,4.5,0.0,0.5,4.0,0.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Drama
463,4.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
465,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,Film-Noir
471,3.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.0,5.0,0.0,0.0,Animation
477,5.0,5.0,4.5,4.0,5.0,4.5,0.0,4.0,4.5,4.5,5.0,0.0,4.0,4.0,5.0,Film-Noir
483,5.0,5.0,5.0,4.5,0.0,4.5,4.0,4.0,5.0,4.0,4.0,4.5,4.0,4.0,4.5,Film-Noir
485,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Animation
489,4.0,0.0,4.0,4.0,4.0,0.0,4.5,3.5,0.0,4.0,3.5,4.5,0.0,4.0,0.0,Film-Noir
